EntryName,PublicationLink,Authors,DataAvailability,ResultType,C10,C01,ShearModulus,FittingQualityMetric,Stretch_Range,Tissue_Category,Tissue_Origin,Tissue_Health_Status,Other_Tissue_Details,Sample_Dimensions,Sample_Preparation_details,TestingMedium,ExperimentalEquipment,ExperimentalDetails,Modelling Details,


PorcineAorticValveCirc3_0.2.csv,Test,test
PorcineAorticValveCirc3_0.2.csv,Test,test
PorcineAorticValveCirc3_0.2.csv,Test,test
PorcineAorticValverad2_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad2_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad2_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad2_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad2_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,Test 2,Test2 ,"[1.549139394306045, 1.5491393943060523]"
PorcineAorticValverad1_0.2.csv,Test 2,Test2 ,"[1.549139394306045, 1.5491393943060523]"
PorcineAorticValverad1_0.2.csv,Test 2,Test2 ,"[1.549139394306045, 1.5491393943060523]"
PorcineAorticValverad1_0.2.csv,Test 2,Test2 ,"[1.549139394306045, 1.5491393943060523]"
PorcineAorticValverad1_0.2.csv,TESTING1,TESTING1,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,TESTING1,TESTING1,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,TESTING1,TESTING1,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,TestAniso,TestAniso,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,TestAniso,TestAniso,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,TestAniso,TestAniso,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,Test,Test,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,Test,Test,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad1_0.2.csv,Test,Test,"[1.5491383188582755, 1.549138318858273]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad2_0.2.csv,Test,Test,"[0, 0]"
PorcineAorticValverad1_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,Test1,Test1,"[3.80339315598e-09, 3.78565800929e-09]"
PorcineAorticValverad1_0.2.csv,testing2,testing2,"[3.80339315598e-09, 3.78565800929e-09]"
